id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
1766,PR,CAMPO MOURAO,Campo Mourão,41015835,PARIGOT DE SOUZA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MATO GROSSO, 749 JD GUTIERREZ. 87300-400 Campo Mourão - PR.",(44) 35251261,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
1767,PR,CAMPO MOURAO,Campo Mourão,41015851,PAULO VI E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DAS LONTRAS, 226 JD PIO XII. 87306-070 Campo Mourão - PR.",(44) 35241413,Não Informado,"Educação Infantil, Ensino Fundamental","Atendimento Educacional Especializado, Atividade Complementar",
1768,PR,CAMPO MOURAO,Campo Mourão,41425820,PEQUENOS BRILHANTES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PE JOAO VIECELLI, 147 JD MAIA. 87301-285 Campo Mourão - PR.",(44) 35236762,Não Informado,Educação Infantil,,
1769,PR,CAMPO MOURAO,Campo Mourão,41368363,PINGO DE GENTE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FAISAO, 335 JD TROPICAL. 87310-150 Campo Mourão - PR.",(44) 35258500,Não Informado,Educação Infantil,,
1770,PR,CAMPO MOURAO,Campo Mourão,41015908,RONDON C E MAL EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA BRASIL, 1848 CENTRO. 87302-230 Campo Mourão - PR.",(44) 35231515,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",77926079000100
1771,PR,CAMPO MOURAO,Campo Mourão,41368371,SAGRADA FAMILIA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BRASIL, JARDIM LAURA. 87300-115 Campo Mourão - PR.",(44) 35232287,Não Informado,Educação Infantil,,
1772,PR,CAMPO MOURAO,Campo Mourão,41368398,SANTA CRUZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PREF HORACIO DO AMARAL, 292 JD SANTA CRUZ. 87309-593 Campo Mourão - PR.",(44) 35258502,Não Informado,Educação Infantil,,
1773,PR,CAMPO MOURAO,Campo Mourão,41380746,SANTO ANTONIO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PREF JOSE ANTONIO DOS SANTOS, 1535 CJ JD CIDADE NOVA. 87308-030 Campo Mourão - PR.",(44) 35253608,Não Informado,Educação Infantil,,
1774,PR,CAMPO MOURAO,Campo Mourão,41368380,SAO JOSE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MANOEL SILVERIO PEREIRA, 136 JD BANDEIRANTES. 87308-320 Campo Mourão - PR.",(44) 35253577,Não Informado,Educação Infantil,,
1775,PR,CAMPO MOURAO,Campo Mourão,41149238,SENAI CAMPO MOURAO,Privada,Urbana,A escola não está em área de localização diferenciada,"VIA DOTRABALHADOR, 895 PARQUE AUGUSTO TEZELLI FILHO. 87306-010 Campo Mourão - PR.",,Particular,Educação Profissional,,
1776,PR,CAMPO MOURAO,Campo Mourão,41564898,SESC CAMPO MOURAO C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"AV JOAO BENTO, 2020 87300-030 Campo Mourão - PR.",(44) 35992550,Particular,Educação Infantil,,
1777,PR,CAMPO MOURAO,Campo Mourão,41015860,SIGMA C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA ARARUNA, 1345 CENTRO. 87302-210 Campo Mourão - PR.",(44) 35232580,Particular,"Educação Infantil, Ensino Fundamental",,
1778,PR,CAMPO MOURAO,Campo Mourão,41015940,SOSSEGO DA MAMAE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA LAURINDO BORGES, 2310 VL URUPES. 87303-240 Campo Mourão - PR.",(44) 35234334,Não Informado,Educação Infantil,,
1779,PR,CAMPO MOURAO,Campo Mourão,41368410,TANCREDO DE A NEVES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DOS CISNES, 143 JD COHAPAR. 87306-200 Campo Mourão - PR.",(44) 35237707,Não Informado,Educação Infantil,,
1780,PR,CAMPO MOURAO,Campo Mourão,41152140,UEP 11 - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE CAMPO MOURAO- SENAC,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SAO JOSAFAT, 1651 CENTRO. 87302-170 Campo Mourão - PR.",(44) 35185600,Particular,Educação Profissional,,
1781,PR,CAMPO MOURAO,Campo Mourão,41015975,UNIDADE POLO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA SANTOS DUMONT, 1984 CENTRO. 87303-339 Campo Mourão - PR.",(44) 35256690,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",78195112000132
1782,PR,CAMPO MOURAO,Campo Mourão,41375181,URUPES E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV GUILHERME DE PAULA XAVIER, 2596 CENTRO. 87303-070 Campo Mourão - PR.",(44) 35293694,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",
1783,PR,CAMPO MOURAO,Campo Mourão,41015525,UTFPR - CAMPUS CAMPO MOURAO,Federal,Urbana,A escola não está em área de localização diferenciada,"VIA MARGINAL ROSALINA MARIA DOS SANTOS, 1233 AREA URBANIZADA I. 87301-899 Campo Mourão - PR.",(44) 35181400,Não Informado,"Ensino Médio, Educação Profissional",,
1784,PR,CAMPO MOURAO,Campo Mourão,41155823,VERA LUCIA C S KARAM C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA LEMES DO PRADO, 1916 JD INDIANOPLIS. 87305-270 Campo Mourão - PR.",(44) 35254899,Não Informado,Educação Infantil,,
1809,PR,CAMPO MOURAO,Engenheiro Beltrão,41016530,SEBASTIAO V PEREIRA E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DOS VIANA, 86 SERTAOZINHO. 87272-000 Engenheiro Beltrão - PR.",(44) 35378137,Não Informado,Ensino Fundamental,,
1785,PR,CAMPO MOURAO,Campo Mourão,41015991,VINICIUS DE MORAES C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PICA PAU, 343 PREDIO. CONJUNTO DR MILTON LUIZ PEREIRA. 87306-250 Campo Mourão - PR.",(44) 35237705,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",72487275000102
1786,PR,CAMPO MOURAO,Campo Mourão,41158822,VIRGILIO DE PAULI C M E I D,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PEDRO DA VEIGA, 1128 RES FORTUNATO PERD. 87307-022 Campo Mourão - PR.",(44) 35254255,Não Informado,Educação Infantil,,
1787,PR,CAMPO MOURAO,Corumbataí do Sul,41423828,CANTINHO FELIZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GOITACAZES, 165 CENTRO. 86970-000 Corumbataí do Sul - PR.",(44) 32771142,Não Informado,Educação Infantil,,
1788,PR,CAMPO MOURAO,Corumbataí do Sul,41016076,CECILIA MEIRELES E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TOCANTINS, 104 CENTRO. 86970-000 Corumbataí do Sul - PR.",(44) 32771219,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1789,PR,CAMPO MOURAO,Corumbataí do Sul,41016084,CORUMBATAI DO SUL C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA TOCANTINS, 104 CENTRO. 86970-000 Corumbataí do Sul - PR.",(44) 32771109,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",80288608000100
1790,PR,CAMPO MOURAO,Corumbataí do Sul,41016092,CRIANCA FELIZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TOCANTINS, 104 CENTRO. 86970-000 Corumbataí do Sul - PR.",(44) 32771219,Não Informado,Educação Infantil,,
1791,PR,CAMPO MOURAO,Engenheiro Beltrão,41389123,ANA ZENIR S CURY C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DOS VIANAS, 285 DIST SERTAOZINHO. 87272-000 Engenheiro Beltrão - PR.",(44) 35378137,Não Informado,Educação Infantil,,
1792,PR,CAMPO MOURAO,Engenheiro Beltrão,41016254,ANTONIO VIEIRA C E PE EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DUQUE DE CAXIAS, 431 CENTRO. 87270-970 Engenheiro Beltrão - PR.",(44) 35371231,Não Informado,Ensino Médio,"Atendimento Educacional Especializado, Atividade Complementar",80291834000132
1793,PR,CAMPO MOURAO,Engenheiro Beltrão,41374592,APARECIDA P BRUNETTA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CATARINA BRUNETTA, 200 DIST IVAILANDIA. 87275-000 Engenheiro Beltrão - PR.",(44) 35378124,Não Informado,Educação Infantil,,
1794,PR,CAMPO MOURAO,Engenheiro Beltrão,41016262,ARTHUR RAMOS E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA AVELINO VIEIRA, 597 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35371272,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",80900814000111
1795,PR,CAMPO MOURAO,Engenheiro Beltrão,41016289,CASTELO BRANCO E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PARAIBA, 180 CASTELO BRANCO. 87270-000 Engenheiro Beltrão - PR.",(44) 35378134,Não Informado,"Educação Infantil, Ensino Fundamental",,
1796,PR,CAMPO MOURAO,Engenheiro Beltrão,41355407,CEEBJA ELIAS ABRAHAO EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ROCHA POMBO, 143 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35371061,Não Informado,Educação de Jovens Adultos,Atendimento Educacional Especializado,
1797,PR,CAMPO MOURAO,Engenheiro Beltrão,41016343,DULCE E M IR EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AVENIDA BRASILIA, 193 FIGUEIRA DO OESTE. 87270-000 Engenheiro Beltrão - PR.",(44) 35378132,Não Informado,Ensino Fundamental,,
1798,PR,CAMPO MOURAO,Engenheiro Beltrão,41016360,GABRIEL SEG SCIPIONE C E DO C EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA BAHIA, 155 DIST IVAILANDIA. 87275-000 Engenheiro Beltrão - PR.",(44) 35381280,Não Informado,"Ensino Fundamental, Ensino Médio",Atividade Complementar,80896533000132
1799,PR,CAMPO MOURAO,Engenheiro Beltrão,41016386,GETULIO VARGAS E E DO C EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV BRASILIA, 193 DIST FIGUEIRA. 87270-000 Engenheiro Beltrão - PR.",(44) 35331173,Não Informado,Ensino Fundamental,,80901226000100
1800,PR,CAMPO MOURAO,Engenheiro Beltrão,41378636,GIRASSOL E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CLARETIANOS, 146 R ANGELO GHELLERE. 87270-000 Engenheiro Beltrão - PR.",(44) 35372870,Particular,"Educação Infantil, Ensino Fundamental",,
1801,PR,CAMPO MOURAO,Engenheiro Beltrão,41016416,HILDA VEITAS E PROFA EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA TELEMACO BORBA SN, CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35371390,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1802,PR,CAMPO MOURAO,Engenheiro Beltrão,41016432,JOAO VARELLA E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BAHIA, 155 IVAILANDIA. 87275-000 Engenheiro Beltrão - PR.",(44) 35378125,Não Informado,Ensino Fundamental,,
1803,PR,CAMPO MOURAO,Engenheiro Beltrão,41360729,LEONI PIENTIK C M E I PE,Municipal,Urbana,A escola não está em área de localização diferenciada,"AVENIDA BRASIL, 975 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35378129,Não Informado,Educação Infantil,,
1804,PR,CAMPO MOURAO,Engenheiro Beltrão,41016467,MANOEL RIBAS E E DO C EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA DOS VIANAS, 86 DIST SERTAOZINHO. 87272-000 Engenheiro Beltrão - PR.",(44) 35111104,Não Informado,Ensino Fundamental,Atividade Complementar,80901234000149
1805,PR,CAMPO MOURAO,Engenheiro Beltrão,41016483,MARIA APARECIDA MEDEIROS E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ROCHA POMBO, 143 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 38321612,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",,
1806,PR,CAMPO MOURAO,Engenheiro Beltrão,41374568,MENINO JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PIQUIRI, 64 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35378138,Não Informado,Educação Infantil,,
1807,PR,CAMPO MOURAO,Engenheiro Beltrão,41360737,PEQUENO PRINCIPE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA AMAZONAS SN, 0 PREDIO. CONJUNTO ANDORINHAS. 87270-000 Engenheiro Beltrão - PR.",(44) 35378128,Não Informado,Educação Infantil,,
1808,PR,CAMPO MOURAO,Engenheiro Beltrão,41016513,PINGO DE GENTE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PADRE ALOISIO JACOB, 457 CENTRO. 87270-000 Engenheiro Beltrão - PR.",(44) 35378127,Não Informado,Educação Infantil,,
1810,PR,CAMPO MOURAO,Engenheiro Beltrão,41016548,VILA CASTELO BRANCO E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA OLAVO PARIS, 96 JD CASTELO BRANCO. 87270-000 Engenheiro Beltrão - PR.",(44) 35373119,Não Informado,Ensino Fundamental,,502165000161
1811,PR,CAMPO MOURAO,Farol,41016564,CASIMIRO DE ABREU E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PERNAMBUCO, 669 CENTRO. 87325-000 Farol - PR.",(44) 35631308,Não Informado,Ensino Fundamental,,
1812,PR,CAMPO MOURAO,Farol,41016572,CULTURA UNIVERSAL C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA CURITIBA, 185 CENTRO. 87325-000 Farol - PR.",(44) 35631180,Não Informado,"Ensino Fundamental, Ensino Médio",,1485163000174
1813,PR,CAMPO MOURAO,Farol,41151550,MENINO JESUS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"R SERGIPE SN, 87325-000 Farol - PR.",(44) 35631288,Não Informado,Educação Infantil,,
1814,PR,CAMPO MOURAO,Fênix,41016629,BELA VISTA DO IVAI E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL CASTELO BRANCO SN, CENTRO. 86950-000 Fênix - PR.",(44) 32729018,Não Informado,Ensino Fundamental,,
1815,PR,CAMPO MOURAO,Fênix,41016688,CRIANCA FELIZ C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DAS PALMEIRAS, 526 86950-000 Fênix - PR.",(44) 32721577,Não Informado,Educação Infantil,,
1816,PR,CAMPO MOURAO,Fênix,41359348,HILVA JANDREY DE OLIVEIRA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA 7 DE SETEMBRO, 119 CENTRO. 86950-000 Fênix - PR.",(44) 32721577,Não Informado,Educação Infantil,,
1817,PR,CAMPO MOURAO,Fênix,41364511,NOVOS CAMINHOS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PEDRO LIVON, 261 CENTRO. 86950-000 Fênix - PR.",(44) 32721311,Filantrópica,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1818,PR,CAMPO MOURAO,Fênix,41016777,SANTO INACIO DE LOYOLA C E EF M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV SAO VICENTE DE PAULA, 10 CENTRO. 86950-000 Fênix - PR.",(44) 32721322,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",79697926000138
1819,PR,CAMPO MOURAO,Fênix,41016815,TANCREDO ALMEIDA NEVES E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO VICENTE DE PAULA, 10 CENTRO. 86950-000 Fênix - PR.",(44) 32721272,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
1820,PR,CAMPO MOURAO,Fênix,41016831,TIO PATINHAS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MARECHAL CASTELO BRANCO SN, CENTRO. 86950-000 Fênix - PR.",(44) 32729063,Não Informado,Educação Infantil,,
1821,PR,CAMPO MOURAO,Iretama,41372301,ANIBAL KHURY C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV SAO PAULO, 442 CENTRO. 87280-000 Iretama - PR.",(44) 35731954,Não Informado,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",4091395000136
1822,PR,CAMPO MOURAO,Iretama,41016866,CARLOS DRUMMOND DE ANDRADE E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ANITA GARIBALDI SN, 0 VL LIMA. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,"Educação Infantil, Ensino Fundamental",,
1823,PR,CAMPO MOURAO,Iretama,41016874,CASTELO ENCANTADO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"R ABOLICAO, 617 VL LIMA. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,Educação Infantil,,
1824,PR,CAMPO MOURAO,Iretama,41386728,DOCE MAGIA C M E I,Municipal,Rural,A escola não está em área de localização diferenciada,"AV DELCIDES CONSTANTINO MIGUEL SN, DIST AGUAS DE JUREMA. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,Educação Infantil,,
1825,PR,CAMPO MOURAO,Iretama,41371267,FAVOS DE MEL E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA GERALDO GOMES VIEIRA, 80 CENTRO. 87280-000 Iretama - PR.",(44) 35731409,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1826,PR,CAMPO MOURAO,Iretama,41016955,HENRIQUE S DE COIMBRA E M FR EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"RUA CEARA SN, 0 CENTRO. 87282-000 Iretama - PR.",(44) 35731536,Não Informado,"Educação Infantil, Ensino Fundamental",,
1827,PR,CAMPO MOURAO,Iretama,41016980,JOSE SARMENTO FILHO C E EF N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA GERALDO GOMES VIEIRA, 178 CENTRO. 87280-000 Iretama - PR.",(44) 35731420,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",1425000000104
1828,PR,CAMPO MOURAO,Iretama,41017030,MARIA LURDES MELO E M PROFA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PARANA, 87 CENTRO. 87280-000 Iretama - PR.",(44) 35731273,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1829,PR,CAMPO MOURAO,Iretama,41017048,MARILU E E C DE EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV CEARA SN, 0 DIST MARILU. 87282-000 Iretama - PR.",(44) 35731263,Não Informado,Ensino Fundamental,,965167000197
1830,PR,CAMPO MOURAO,Iretama,41017056,NAPOLEAO B SOBRINHO C E EF M,Estadual,Rural,A escola não está em área de localização diferenciada,"AV DELCIDES CONSTANTINO MIGUEL, 0 AGUAS DE JUREMA. 87280-000 Iretama - PR.",(44) 35761159,Não Informado,"Ensino Fundamental, Ensino Médio",Atividade Complementar,1159735000125
1831,PR,CAMPO MOURAO,Iretama,41017064,O PEQUENO POLEGAR C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"R TRAV JOSE DA PATROCINIO SN, 0 CENTRO. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,Educação Infantil,,
1832,PR,CAMPO MOURAO,Iretama,41017110,OSMAR RODRIGUES DE FARIAS E R M EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"BAIRRO ESPLANADA, ESPLANADA. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,"Educação Infantil, Ensino Fundamental",,
1833,PR,CAMPO MOURAO,Iretama,41371259,PEQUENO PRINCIPE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"TRAV ESTADOS UNIDOS SN, 0 CENTRO. 87280-000 Iretama - PR.",(44) 35731536,Não Informado,Educação Infantil,,
1834,PR,CAMPO MOURAO,Iretama,41017129,SANTA ROSA E M EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"AV PRINCIPAL SN, 0 AGUA FRIA. 87280-000 Iretama - PR.",(44) 35761109,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
9963,PR,CURITIBA,Curitiba,,SISTEMA FIEP - UNIDADE DR. CELSO CHARURI,,,,"R. Paula Gomes, 270 - São Francisco, Curitiba - PR, 80510-070",,,,,
1835,PR,CAMPO MOURAO,Luiziana,41017170,ADAUCTO S ROCHA C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ROMAO MARTINS, 242 CENTRO. 87290-000 Luiziana - PR.",(44) 35711589,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",80611882000160
1836,PR,CAMPO MOURAO,Luiziana,41379888,AFFONSO BRATTIS C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ALAOR DINIZ MEDEIROS, 830 CENTRO. 87290-000 Luiziana - PR.",(44) 35711515,Não Informado,Educação Infantil,,
1837,PR,CAMPO MOURAO,Luiziana,41017420,PEDRO II E R M DOM EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"BAIRRO VALINHOS, 0 BAIRRO VALINHOS. 87290-000 Luiziana - PR.",(44) 35711115,Não Informado,Ensino Fundamental,,
1838,PR,CAMPO MOURAO,Luiziana,41017447,RITA DE CASSIA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PROFA NILZA MACENA BEZERRA, 614 CENTRO. 87290-000 Luiziana - PR.",(44) 35711157,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
1839,PR,CAMPO MOURAO,Luiziana,41159993,SANDRA M DE SOUZA CORDEIRO C M E I PROF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PROFESSORA NILZA MACENA BEZERRA, 168 CENTRO. 87290-000 Luiziana - PR.",(44) 35711115,Não Informado,Educação Infantil,,
1840,PR,CAMPO MOURAO,Mamborê,41017528,BARZOTTO E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO JOSAFAT, 2178 VL COAMO. 87340-000 Mamborê - PR.",(44) 35681057,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
1841,PR,CAMPO MOURAO,Mamborê,41017536,BENTO MUNHOZ DA R NETO E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV MANOEL FRANCISCO DA SILVA, 2358 ALTO DA GLORIA. 87340-000 Mamborê - PR.",(44) 35681056,Não Informado,Ensino Fundamental,,
1842,PR,CAMPO MOURAO,Mamborê,41144961,ELIZABETE N T FERNANDES E M PROFA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GIACOMO AMBROSIO CICONELLO, 663 CENTRO. 87340-000 Mamborê - PR.",(44) 35681039,Não Informado,"Educação Infantil, Ensino Fundamental",,
1843,PR,CAMPO MOURAO,Mamborê,41383460,JESSE MURBACK C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ARCHILLES MARTINS, 398 87340-000 Mamborê - PR.",(44) 35682133,Não Informado,Educação Infantil,,
1844,PR,CAMPO MOURAO,Mamborê,41017625,JOAO XXIII C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PIRAI, 781 CENTRO. 87340-000 Mamborê - PR.",(44) 35681122,Não Informado,"Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",735046000159
1845,PR,CAMPO MOURAO,Mamborê,41381610,MARIA DE L DOS SANTOS C M E I PROFA,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV AUGUSTO MENDES DOS SANTOS, 2021 CENTRO. 87340-000 Mamborê - PR.",(44) 35682788,Não Informado,Educação Infantil,,
1846,PR,CAMPO MOURAO,Mamborê,41359151,MONICA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GUADALAJARA, 824 CENTRO. 87340-000 Mamborê - PR.",(44) 35682133,Não Informado,Educação Infantil,,
1847,PR,CAMPO MOURAO,Mamborê,41372468,MONTEIRO LOBATO E M C EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PREF ARMANDO ALVES DE SOUZA SN, PAT GUARANI. 87340-000 Mamborê - PR.",(44) 35921005,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
1848,PR,CAMPO MOURAO,Mamborê,41017692,NOSSA SENHORA DE FATIMA,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SAO JOSAFAT, 1496 CENTRO. 87340-000 Mamborê - PR.",(44) 35681136,Filantrópica,"Educação Infantil, Ensino Fundamental",,
1849,PR,CAMPO MOURAO,Mamborê,41017730,RUI BARBOSA E E EF,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA IVAI, 442 ALTO DA GLORIA. 87340-000 Mamborê - PR.",(44) 35681221,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",681576000161
1850,PR,CAMPO MOURAO,Mamborê,41017749,SANTA MARIA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV SAO JOSAFAT, 682 CENTRO. 87340-000 Mamborê - PR.",(44) 35681006,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
1851,PR,CAMPO MOURAO,Mamborê,41359143,SANTA RITA DE CASSIA C M E I C,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV PREF ARMANDO ALVES DE SOUZA SN, CENTRO. 87340-000 Mamborê - PR.",(44) 35921023,Não Informado,Educação Infantil,,
1852,PR,CAMPO MOURAO,Mamborê,41353412,SAO F DE ASSIS E EI EF MOD ED ESP,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA VER LAZARO CORREIA, 788 ALTO DA GLORIA. 87340-000 Mamborê - PR.",(44) 35681032,Filantrópica,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
1853,PR,CAMPO MOURAO,Mamborê,41017765,SAO LUIZ GONZAGA C E C EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV PREF ARMANDO ALVES DE SOUZA, 847 PAT GUARANI. 87340-000 Mamborê - PR.",(44) 35921032,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",681580000120
