id,uf,nre,municipio,codigo_inep,escola,dependencia_administrativa,localizacao,localidade_diferenciada,endereco,telefone,categoria_escola_privada,etapas_modalidade_ensino_oferecidas,outras_ofertas_educacionais,apmf_cnpj
91,PR,APUCARANA,Apucarana,41551982,SESC APUCARANA SERVICO SOCIAL DO COMERCIO,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SAO PAULO, 150 VILA CLEMENTINA. 86808-070 Apucarana - PR.",(43) 33082500,Particular,Educação Infantil,,
92,PR,APUCARANA,Apucarana,41368614,SOL NASCENTE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ADOLFO PEDROSO SN, VL SALETE. 86800-970 Apucarana - PR.",(43) 34268245,Não Informado,Educação Infantil,,
93,PR,APUCARANA,Apucarana,41368460,SONHOS DE ESPERANCA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JOAO ANIBAL MATIUZZI, 279 PQ BELA VISTA. 86813-020 Apucarana - PR.",(43) 34253121,Não Informado,Educação Infantil,,
94,PR,APUCARANA,Apucarana,41026284,TADASHI ENOMOTO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA SIBIPIRUNA, 149 N R A A CAMARGO. 86803-430 Apucarana - PR.",(43) 34230403,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",95548392000134
95,PR,APUCARANA,Apucarana,41152085,UEP 5 - UNIDADE DE EDUCACAO PROFISSIONAL E TECNOLOGICA DE APUCARANA- SENAC,Privada,Urbana,A escola não está em área de localização diferenciada,"GASTAO VIDIGAL, 185 JABOTI. 86800-050 Apucarana - PR.",(43) 34202800,Particular,Educação Profissional,,
96,PR,APUCARANA,Apucarana,41368630,UM LUGAR AO SOL C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV AVIACAO, 2100 JD MONCOES. 86807-000 Apucarana - PR.",(43) 34256854,Não Informado,Educação Infantil,,
97,PR,APUCARANA,Apucarana,41143418,VALE DO SABER C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"AV AVIACAO, 2100 JD MONCOES. 86807-000 Apucarana - PR.",(43) 34238170,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",1467108000151
98,PR,APUCARANA,Apucarana,41026322,VIDA NOVA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"AV AVIACAO, 2100 JD MONCOES. 86807-000 Apucarana - PR.",(43) 34244759,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
99,PR,APUCARANA,Apucarana,41368622,VILA NOVA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GRANDE ALEXANDRE SN, VL NOVA. 86811-480 Apucarana - PR.",(43) 34249723,Não Informado,Educação Infantil,,
100,PR,APUCARANA,Apucarana,41371941,VOO LIVRE C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CLOVIS DA FONSECA, 56 CENTRO. 86800-110 Apucarana - PR.",(43) 34234656,Particular,Educação Infantil,,
101,PR,APUCARANA,Apucarana,41026349,WILSON DE AZEVEDO E M C PROF EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA NELSON MIQUELAO SN, DIST SAO PEDRO. 86817-000 Apucarana - PR.",(43) 94405244,Não Informado,"Educação Infantil, Ensino Fundamental",,
102,PR,APUCARANA,Arapongas,41026373,ALBOR PIMPAO FERREIRA E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CODORNIX, 290 JD LORENA. 86707-260 Arapongas - PR.",(43) 39021127,Não Informado,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
103,PR,APUCARANA,Arapongas,41378423,ALEYDAH C S OLIVEIRA E M PROFA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BIGUA-UNA, 215 MONTE CARLO II. 86704-200 Arapongas - PR.",(43) 39021133,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
104,PR,APUCARANA,Arapongas,41154126,ALPHA C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA POMBAS, 1176 CENTRO. 86701-410 Arapongas - PR.",(43) 30460856,Particular,Educação Infantil,,
105,PR,APUCARANA,Arapongas,41353145,ALZIRA HORVATICH E M PROFA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GARCA BRANCA, 325 DEL CONDOR. 86703-370 Arapongas - PR.",(43) 39021131,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
106,PR,APUCARANA,Arapongas,41367723,ANA MACUR C M E I,Municipal,Rural,A escola não está em área de localização diferenciada,"AV PRINCIPAL SN, CAMPINHO. 86700-970 Arapongas - PR.",(43) 39021110,Não Informado,Educação Infantil,,
107,PR,APUCARANA,Arapongas,41372174,ANA PAUCIC C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GAVIAO PRETO, 339 JD PETROPOLIS. 86709-160 Arapongas - PR.",(43) 39021139,Não Informado,Educação Infantil,,
108,PR,APUCARANA,Arapongas,41026381,ANESIO A DE AZEVEDO C E PROF EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA XEXEU, 72 CJ HAB TROPICAL. 86702-320 Arapongas - PR.",(43) 32749098,Não Informado,"Ensino Fundamental, Ensino Médio",,1215198000193
109,PR,APUCARANA,Arapongas,41360338,ANTONICA G FRANCIOSI E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PAVAO, 26 CENTRO. 86700-245 Arapongas - PR.",(43) 39021115,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
110,PR,APUCARANA,Arapongas,41026390,ANTONIO DE M BARROS E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA GUARUNDI, 67 VL SAO JOAO. 86708-350 Arapongas - PR.",(43) 39021125,Não Informado,"Educação Infantil, Ensino Fundamental",,
111,PR,APUCARANA,Arapongas,41026403,ANTONIO G NOVAES C E EF M PROFIS,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA PERDIZES, 910 CENTRO. 86701-420 Arapongas - PR.",(43) 32526225,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,1271632000152
112,PR,APUCARANA,Arapongas,41382412,ANTONIO GRASSANO JUNIOR E M DR EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA DANCADOR ESTRELA, 71 M ALTO BOA VISTA. 86706-752 Arapongas - PR.",(43) 39021120,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
113,PR,APUCARANA,Arapongas,41026411,ANTONIO RACANELLO SAMPAIO C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA GUACURU, 190 VL ARAPONGUINHA. 86705-600 Arapongas - PR.",(43) 32766920,Não Informado,"Ensino Fundamental, Ensino Médio",Atividade Complementar,78014370000175
114,PR,APUCARANA,Arapongas,41161610,AQUARELA C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SABIA-COLEIRA, 195 CONJUNTO CENTAURO. 86709-300 Arapongas - PR.",(43) 30111346,Particular,Educação Infantil,Atividade Complementar,
115,PR,APUCARANA,Arapongas,41608895,ARICANDUVA E M EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CAIAPO, ARICANDUVA. 86719-000 Arapongas - PR.",(43) 32765613,Não Informado,"Educação Infantil, Ensino Fundamental",Atividade Complementar,
116,PR,APUCARANA,Arapongas,41151631,ATENAS E EF,Privada,Urbana,A escola não está em área de localização diferenciada,"R SURUCUA-ACU, 434 VL ARAPONGUINHA. 86705-590 Arapongas - PR.",(43) 31520170,Particular,Ensino Fundamental,,
117,PR,APUCARANA,Arapongas,41155114,BEBE A BORDO C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PERDIZES, 1553 CASA. CENTRO. 86701-420 Arapongas - PR.",(43) 32527077,Particular,Educação Infantil,,
118,PR,APUCARANA,Arapongas,41587898,BERCARIO MEU BEBE C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MACURU, 520 CJ FLAMINGOS. 86703-440 Arapongas - PR.",(43) 39021342,Não Informado,Educação Infantil,,
119,PR,APUCARANA,Arapongas,41367707,BERNARDO MERCKEL C M E I PE,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA MERGULHADOR, 720 JD BANDEIRANTES. 86703-055 Arapongas - PR.",(43) 39021147,Não Informado,Educação Infantil,,
120,PR,APUCARANA,Arapongas,41160681,CANTINHO DA TERNURA C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA TINGUACU, 374 VL BERNARDES. 86705-010 Arapongas - PR.",(43) 33120131,Particular,Educação Infantil,,
121,PR,APUCARANA,Arapongas,41026470,CARAVELAS C E MARQUES DE E F M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA UIRAPURU, 295 CENTRO. 86700-060 Arapongas - PR.",(43) 32520985,Não Informado,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,1185066000166
122,PR,APUCARANA,Arapongas,41388895,CAREQUINHA E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA SURUCUA-ACU, 450 VL ARAPONGUINHA. 86705-590 Arapongas - PR.",(43) 31526316,Particular,"Educação Infantil, Ensino Fundamental",,
123,PR,APUCARANA,Arapongas,41161831,CARROSSEL C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA CARDEAL-AMARELO, 130 JARDIM PRIMAVERA. 86702-472 Arapongas - PR.",(43) 32523553,Particular,Educação Infantil,Atividade Complementar,
124,PR,APUCARANA,Arapongas,41520840,CASA DO BOM MENINO DE ARAPONGAS PROJETO CRESCER,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PATO-BRAVO, 197 JARDIM CULTURA. 86707-670 Arapongas - PR.",(43) 32521784,Filantrópica,,Atividade Complementar,
125,PR,APUCARANA,Arapongas,41026500,CAXIAS E R M DUQUE DE EF,Municipal,Rural,A escola não está em área de localização diferenciada,"AV CORRUIRA DO CAMPO, 756 CAMPINHO. 86700-970 Arapongas - PR.",(43) 39021110,Não Informado,Ensino Fundamental,,
126,PR,APUCARANA,Arapongas,41026535,CHICO E M PE EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA AGUIA PESQUEIRA SN, 0 JD EUROPA. 86707-210 Arapongas - PR.",(43) 39021317,Não Informado,Ensino Fundamental,Atendimento Educacional Especializado,
127,PR,APUCARANA,Arapongas,41367731,CLEMENTINA DOS SANTOS SOARES C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PATO BRAVO, 450 JD COLUMBIA III. 86707-670 Arapongas - PR.",(43) 39021136,Não Informado,Educação Infantil,,
128,PR,APUCARANA,Arapongas,41026551,CLOTARIO PORTUGAL E M DES EIEF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TUIM, 217 VL TRIANGULO. 86709-380 Arapongas - PR.",(43) 39021118,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
129,PR,APUCARANA,Arapongas,41026810,COLEGIO BOM JESUS MAE DO DIVINO AMOR,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA EURILEMOS, 1190 CONJUNTO PADRE BERNARDO MERCKEL. 86708-250 Arapongas - PR.",(43) 31520631,Particular,"Educação Infantil, Ensino Fundamental, Ensino Médio",,
130,PR,APUCARANA,Arapongas,41392213,COLEGIO SESI ARAPONGAS,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA GUARATINGA, 2247 TERREO. PARQUE INDUSTRIAL II. 86705-582 Arapongas - PR.",,Particular,"Educação Infantil, Ensino Médio, Educação de Jovens Adultos",,
131,PR,APUCARANA,Arapongas,41393210,COLONIA ESPERANCA E M EI EF,Municipal,Rural,A escola não está em área de localização diferenciada,"BR 369-KM 05, COL ESPERANCA. 86703-735 Arapongas - PR.",(43) 39021056,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
132,PR,APUCARANA,Arapongas,41160037,COMEGINHO C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA MUTUM DO PENACHO, 281 JD SAN RAPHAEL V. 86703-874 Arapongas - PR.",(43) 96691712,Particular,Educação Infantil,Atividade Complementar,
133,PR,APUCARANA,Arapongas,41026624,DECISAO C EI EF M,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA EMA, 182 VL ARAPONGUINHA. 86705-550 Arapongas - PR.",(43) 30553330,Particular,"Ensino Fundamental, Ensino Médio",,
134,PR,APUCARANA,Arapongas,41026578,DIOMAR DE O PEGORER E M PROFA EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA CANINDE, 84 VL APARECIDA. 86707-590 Arapongas - PR.",(43) 39021126,Não Informado,"Educação Infantil, Ensino Fundamental",,
135,PR,APUCARANA,Arapongas,41155831,DO RE MI C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA FAISAO, 217 VL BERNARDES. 86705-000 Arapongas - PR.",(43) 30563113,Particular,Educação Infantil,,
136,PR,APUCARANA,Arapongas,41149947,DOCE MEL E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA GARCA DA MATA, 119 CJ NSRA DO LORETO. 86713-006 Arapongas - PR.",(43) 32767131,Particular,"Educação Infantil, Ensino Fundamental",Atividade Complementar,
137,PR,APUCARANA,Arapongas,41367669,DOLORES L MARTINS TIA NENA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA QUETZAL, 150 VL SAMPAIO. 86705-560 Arapongas - PR.",(43) 39021137,Não Informado,Educação Infantil,,
138,PR,APUCARANA,Arapongas,41155661,EDUKARE C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PERDIZES, 774 CENTRO. 86701-420 Arapongas - PR.",(43) 31525462,Particular,Educação Infantil,Atividade Complementar,
139,PR,APUCARANA,Arapongas,41026586,EMILIO DE MENEZES C E EF M N,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA QUISCALO, 185 CENTRO. 86700-445 Arapongas - PR.",(43) 32521374,Não Informado,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",77675114000166
140,PR,APUCARANA,Arapongas,41375092,ESCOLA MAXIMO EDUC INF E ENS FUND,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA DRONGO, 860 CENTRO. 86700-025 Arapongas - PR.",(43) 30554071,Particular,"Educação Infantil, Ensino Fundamental",Atividade Complementar,
141,PR,APUCARANA,Arapongas,41378415,ESTHER OTERO DE MELLO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA BIGUA-UNA, 215 JD MONTE CARLO. 86704-200 Arapongas - PR.",(43) 39021144,Não Informado,Educação Infantil,,
142,PR,APUCARANA,Arapongas,41026632,FRANCISCO F BASTOS C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA TEU TEU, 275 JD AEROPORTO. 86702-030 Arapongas - PR.",(43) 32745321,Não Informado,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",78013281000104
143,PR,APUCARANA,Arapongas,41026640,GENIU S E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA EURILEMOS, 1076 CENTRO. 86700-155 Arapongas - PR.",(43) 32525251,Particular,"Educação Infantil, Ensino Fundamental",,
144,PR,APUCARANA,Arapongas,41026659,GERALDO FERNANDES C M E I D,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FERREIRO, 150 VL INDUSTRIAL. 86706-150 Arapongas - PR.",(43) 39021138,Não Informado,Educação Infantil,,
145,PR,APUCARANA,Arapongas,41026667,GERMANO MAYER E M PE EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA AVE LIRA, 140 VL NOVA. 86707-060 Arapongas - PR.",(43) 39021170,Não Informado,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,
146,PR,APUCARANA,Arapongas,41026675,GETULIO VARGAS E M PRES EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA FAISAO, 585 VL ARAPONGUINHA. 86705-548 Arapongas - PR.",(43) 39021132,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
147,PR,APUCARANA,Arapongas,41158741,GIRASSOL C E I,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA PAVAO, 247 CENTRO. 86700-245 Arapongas - PR.",(43) 31523628,Particular,Educação Infantil,Atividade Complementar,
148,PR,APUCARANA,Arapongas,41026683,GRACIANO DROESSLER E E C FREI EF,Estadual,Rural,A escola não está em área de localização diferenciada,"BR 369 KM 5 SN, COLONIA ESPERANCA. 86706-430 Arapongas - PR.",(43) 32760500,Não Informado,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",78968971000117
149,PR,APUCARANA,Arapongas,41157524,HELENA GARANHANI ESCOBAL C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA EURILEMOS, 1159 VL SAO JOAO. 86708-250 Arapongas - PR.",(43) 39021190,Não Informado,Educação Infantil,,
150,PR,APUCARANA,Arapongas,41387139,HELOIZA M V P C GIANCRISTOFARO E M P EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA JACUPEMBA, 715 JD BANDEIRANTES. 86703-060 Arapongas - PR.",(43) 39021009,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,
151,PR,APUCARANA,Arapongas,41155645,INNOVARE E EI EF,Privada,Urbana,A escola não está em área de localização diferenciada,"RUA MARABU, 1729 CENTRO. 86701-400 Arapongas - PR.",,Particular,"Educação Infantil, Ensino Fundamental",,
152,PR,APUCARANA,Arapongas,41026969,ISMENIA ANTONIOLLI GRASSANO C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA ROLINHAS, 1667 CENTRO. 86701-030 Arapongas - PR.",(43) 39021143,Não Informado,Educação Infantil,,
153,PR,APUCARANA,Arapongas,41026705,IVANILDE DE NORONHA C E EF M,Estadual,Urbana,A escola não está em área de localização diferenciada,"RUA ROUXINOL, 2008 VL APARECIDA. 86706-198 Arapongas - PR.",(43) 32526154,Não Informado,"Ensino Fundamental, Ensino Médio",Atividade Complementar,77674786000157
154,PR,APUCARANA,Arapongas,41386167,IZAURA DOS SANTOS VIEIRA C M E I,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PERDIZ BRANCA, 115 JD ALTO BOA VISTA. 86706-790 Arapongas - PR.",(43) 39021167,Não Informado,Educação Infantil,,
155,PR,APUCARANA,Arapongas,41387147,JOAO PAULO II E M PAPA EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA PATO MERGULHADOR SN, CJ PETROPOLIS. 86709-150 Arapongas - PR.",(43) 39021328,Não Informado,"Educação Infantil, Ensino Fundamental",,
156,PR,APUCARANA,Arapongas,41026730,JOARIB G CORDEIRO E M EI EF,Municipal,Urbana,A escola não está em área de localização diferenciada,"RUA TRISTE PIA, 705 JD PRIMAVERA. 86702-008 Arapongas - PR.",(43) 39021123,Não Informado,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",,
